Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,(case) AMOUNT_REQ,concept:name,lifecycle:transition
203537,W_Nabellen incomplete dossiers-START,10909,2012/01/26 15:29:24.538,Variant 3347,3347,10000,W_Nabellen incomplete dossiers,START
203537,W_Nabellen incomplete dossiers-COMPLETE,10909,2012/01/26 15:30:54.328,Variant 3347,3347,10000,W_Nabellen incomplete dossiers,COMPLETE
203537,W_Nabellen incomplete dossiers-START,11179,2012/01/27 16:46:09.951,Variant 3347,3347,10000,W_Nabellen incomplete dossiers,START
203537,W_Nabellen incomplete dossiers-COMPLETE,11179,2012/01/27 16:46:28.343,Variant 3347,3347,10000,W_Nabellen incomplete dossiers,COMPLETE
203537,W_Nabellen incomplete dossiers-START,11259,2012/01/27 22:50:54.321,Variant 3347,3347,10000,W_Nabellen incomplete dossiers,START
203537,W_Nabellen incomplete dossiers-COMPLETE,11259,2012/01/27 22:51:11.794,Variant 3347,3347,10000,W_Nabellen incomplete dossiers,COMPLETE
203537,W_Nabellen incomplete dossiers-START,11181,2012/01/30 23:10:41.987,Variant 3347,3347,10000,W_Nabellen incomplete dossiers,START
203537,W_Nabellen incomplete dossiers-COMPLETE,11181,2012/01/30 23:17:30.529,Variant 3347,3347,10000,W_Nabellen incomplete dossiers,COMPLETE
203537,W_Nabellen incomplete dossiers-START,11049,2012/01/31 17:10:51.066,Variant 3347,3347,10000,W_Nabellen incomplete dossiers,START
203537,O_SENT_BACK-COMPLETE,11049,2012/01/31 17:12:25.830,Variant 3347,3347,10000,O_SENT_BACK,COMPLETE
203537,W_Valideren aanvraag-SCHEDULE,11049,2012/01/31 17:12:25.986,Variant 3347,3347,10000,W_Valideren aanvraag,SCHEDULE
203537,W_Nabellen incomplete dossiers-COMPLETE,11049,2012/01/31 17:12:27.326,Variant 3347,3347,10000,W_Nabellen incomplete dossiers,COMPLETE
203537,W_Valideren aanvraag-START,10609,2012/01/31 18:07:12.675,Variant 3347,3347,10000,W_Valideren aanvraag,START
203537,W_Valideren aanvraag-COMPLETE,10609,2012/01/31 18:18:51.782,Variant 3347,3347,10000,W_Valideren aanvraag,COMPLETE
203537,W_Valideren aanvraag-START,10609,2012/01/31 18:39:25.022,Variant 3347,3347,10000,W_Valideren aanvraag,START
203537,O_ACCEPTED-COMPLETE,10609,2012/01/31 18:53:20.602,Variant 3347,3347,10000,O_ACCEPTED,COMPLETE
203537,A_REGISTERED-COMPLETE,10609,2012/01/31 18:53:20.603,Variant 3347,3347,10000,A_REGISTERED,COMPLETE
203537,A_ACTIVATED-COMPLETE,10609,2012/01/31 18:53:20.603,Variant 3347,3347,10000,A_ACTIVATED,COMPLETE
203537,A_APPROVED-COMPLETE,10609,2012/01/31 18:53:20.603,Variant 3347,3347,10000,A_APPROVED,COMPLETE
203537,W_Valideren aanvraag-COMPLETE,10609,2012/01/31 18:53:29.113,Variant 3347,3347,10000,W_Valideren aanvraag,COMPLETE
203540,A_SUBMITTED-COMPLETE,112,2012/01/24 18:03:13.073,Variant 1,1,50000,A_SUBMITTED,COMPLETE
203540,A_PARTLYSUBMITTED-COMPLETE,112,2012/01/24 18:03:13.175,Variant 1,1,50000,A_PARTLYSUBMITTED,COMPLETE
203540,A_DECLINED-COMPLETE,112,2012/01/24 18:03:46.023,Variant 1,1,50000,A_DECLINED,COMPLETE
203543,A_SUBMITTED-COMPLETE,112,2012/01/24 18:12:45.515,Variant 3348,3348,6000,A_SUBMITTED,COMPLETE
203543,A_PARTLYSUBMITTED-COMPLETE,112,2012/01/24 18:12:45.745,Variant 3348,3348,6000,A_PARTLYSUBMITTED,COMPLETE
203543,A_PREACCEPTED-COMPLETE,112,2012/01/24 18:13:22.550,Variant 3348,3348,6000,A_PREACCEPTED,COMPLETE
203543,W_Completeren aanvraag-SCHEDULE,112,2012/01/24 18:13:22.913,Variant 3348,3348,6000,W_Completeren aanvraag,SCHEDULE
203543,W_Completeren aanvraag-START,10932,2012/01/24 21:00:20.040,Variant 3348,3348,6000,W_Completeren aanvraag,START
203543,A_ACCEPTED-COMPLETE,10932,2012/01/24 21:04:40.234,Variant 3348,3348,6000,A_ACCEPTED,COMPLETE
203543,O_SELECTED-COMPLETE,10932,2012/01/24 21:06:35.750,Variant 3348,3348,6000,O_SELECTED,COMPLETE
203543,A_FINALIZED-COMPLETE,10932,2012/01/24 21:06:35.751,Variant 3348,3348,6000,A_FINALIZED,COMPLETE
203543,O_CREATED-COMPLETE,10932,2012/01/24 21:06:37.000,Variant 3348,3348,6000,O_CREATED,COMPLETE
203543,O_SENT-COMPLETE,10932,2012/01/24 21:06:37.041,Variant 3348,3348,6000,O_SENT,COMPLETE
203543,W_Nabellen offertes-SCHEDULE,10932,2012/01/24 21:06:37.167,Variant 3348,3348,6000,W_Nabellen offertes,SCHEDULE
203543,W_Completeren aanvraag-COMPLETE,10932,2012/01/24 21:06:39.024,Variant 3348,3348,6000,W_Completeren aanvraag,COMPLETE
203543,W_Nabellen offertes-START,10933,2012/01/31 16:46:28.202,Variant 3348,3348,6000,W_Nabellen offertes,START
203543,W_Nabellen offertes-COMPLETE,10933,2012/01/31 16:50:22.201,Variant 3348,3348,6000,W_Nabellen offertes,COMPLETE
203543,W_Nabellen offertes-START,11259,2012/02/03 20:52:15.076,Variant 3348,3348,6000,W_Nabellen offertes,START
203543,O_SENT_BACK-COMPLETE,11259,2012/02/03 20:52:27.916,Variant 3348,3348,6000,O_SENT_BACK,COMPLETE
203543,W_Valideren aanvraag-SCHEDULE,11259,2012/02/03 20:52:28.231,Variant 3348,3348,6000,W_Valideren aanvraag,SCHEDULE
203543,W_Nabellen offertes-COMPLETE,11259,2012/02/03 20:52:29.281,Variant 3348,3348,6000,W_Nabellen offertes,COMPLETE
203543,W_Valideren aanvraag-START,10609,2012/02/09 16:14:16.724,Variant 3348,3348,6000,W_Valideren aanvraag,START
203543,W_Nabellen incomplete dossiers-SCHEDULE,10609,2012/02/09 16:42:40.954,Variant 3348,3348,6000,W_Nabellen incomplete dossiers,SCHEDULE
203543,W_Valideren aanvraag-COMPLETE,10609,2012/02/09 16:42:42.264,Variant 3348,3348,6000,W_Valideren aanvraag,COMPLETE
203543,W_Nabellen incomplete dossiers-START,11009,2012/02/09 21:25:21.491,Variant 3348,3348,6000,W_Nabellen incomplete dossiers,START
203543,W_Nabellen incomplete dossiers-COMPLETE,11009,2012/02/09 22:10:15.141,Variant 3348,3348,6000,W_Nabellen incomplete dossiers,COMPLETE
203543,W_Nabellen incomplete dossiers-START,11009,2012/02/09 22:39:10.314,Variant 3348,3348,6000,W_Nabellen incomplete dossiers,START
203543,W_Nabellen incomplete dossiers-COMPLETE,11009,2012/02/09 22:42:01.394,Variant 3348,3348,6000,W_Nabellen incomplete dossiers,COMPLETE
203543,W_Nabellen incomplete dossiers-START,11009,2012/02/09 22:53:54.059,Variant 3348,3348,6000,W_Nabellen incomplete dossiers,START
203543,W_Nabellen incomplete dossiers-COMPLETE,11009,2012/02/09 22:54:00.928,Variant 3348,3348,6000,W_Nabellen incomplete dossiers,COMPLETE
203543,W_Nabellen incomplete dossiers-START,10609,2012/02/09 22:54:40.232,Variant 3348,3348,6000,W_Nabellen incomplete dossiers,START
203543,O_ACCEPTED-COMPLETE,10609,2012/02/09 23:39:16.097,Variant 3348,3348,6000,O_ACCEPTED,COMPLETE
203543,A_REGISTERED-COMPLETE,10609,2012/02/09 23:39:16.098,Variant 3348,3348,6000,A_REGISTERED,COMPLETE
203543,A_APPROVED-COMPLETE,10609,2012/02/09 23:39:16.098,Variant 3348,3348,6000,A_APPROVED,COMPLETE
203543,A_ACTIVATED-COMPLETE,10609,2012/02/09 23:39:16.098,Variant 3348,3348,6000,A_ACTIVATED,COMPLETE
203543,W_Nabellen incomplete dossiers-COMPLETE,10609,2012/02/09 23:39:22.745,Variant 3348,3348,6000,W_Nabellen incomplete dossiers,COMPLETE
203546,A_SUBMITTED-COMPLETE,112,2012/01/24 18:25:30.953,Variant 16,16,45000,A_SUBMITTED,COMPLETE
203546,A_PARTLYSUBMITTED-COMPLETE,112,2012/01/24 18:25:31.188,Variant 16,16,45000,A_PARTLYSUBMITTED,COMPLETE
203546,A_PREACCEPTED-COMPLETE,112,2012/01/24 18:26:13.497,Variant 16,16,45000,A_PREACCEPTED,COMPLETE
203546,W_Completeren aanvraag-SCHEDULE,112,2012/01/24 18:26:13.867,Variant 16,16,45000,W_Completeren aanvraag,SCHEDULE
203546,W_Completeren aanvraag-START,10910,2012/01/24 22:32:03.661,Variant 16,16,45000,W_Completeren aanvraag,START
203546,W_Completeren aanvraag-COMPLETE,10910,2012/01/24 22:34:09.566,Variant 16,16,45000,W_Completeren aanvraag,COMPLETE
203546,W_Completeren aanvraag-START,11179,2012/01/25 15:14:23.176,Variant 16,16,45000,W_Completeren aanvraag,START
203546,W_Completeren aanvraag-COMPLETE,11179,2012/01/25 15:24:37.730,Variant 16,16,45000,W_Completeren aanvraag,COMPLETE
203546,W_Completeren aanvraag-START,11179,2012/01/25 15:24:52.134,Variant 16,16,45000,W_Completeren aanvraag,START
203546,W_Completeren aanvraag-COMPLETE,11179,2012/01/25 15:25:02.451,Variant 16,16,45000,W_Completeren aanvraag,COMPLETE
203546,W_Completeren aanvraag-START,11119,2012/01/25 23:18:34.291,Variant 16,16,45000,W_Completeren aanvraag,START
203546,A_CANCELLED-COMPLETE,11119,2012/01/25 23:25:57.531,Variant 16,16,45000,A_CANCELLED,COMPLETE
203546,W_Completeren aanvraag-COMPLETE,11119,2012/01/25 23:25:59.207,Variant 16,16,45000,W_Completeren aanvraag,COMPLETE
203549,A_SUBMITTED-COMPLETE,112,2012/01/24 18:26:35.912,Variant 3349,3349,5000,A_SUBMITTED,COMPLETE
203549,A_PARTLYSUBMITTED-COMPLETE,112,2012/01/24 18:26:36.215,Variant 3349,3349,5000,A_PARTLYSUBMITTED,COMPLETE
203549,A_PREACCEPTED-COMPLETE,112,2012/01/24 18:27:22.741,Variant 3349,3349,5000,A_PREACCEPTED,COMPLETE
203549,W_Completeren aanvraag-SCHEDULE,112,2012/01/24 18:27:23.237,Variant 3349,3349,5000,W_Completeren aanvraag,SCHEDULE
203549,W_Completeren aanvraag-START,10910,2012/01/24 22:18:11.718,Variant 3349,3349,5000,W_Completeren aanvraag,START
203549,W_Completeren aanvraag-COMPLETE,10910,2012/01/24 22:31:09.999,Variant 3349,3349,5000,W_Completeren aanvraag,COMPLETE
