Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,(case) AMOUNT_REQ,concept:name,lifecycle:transition
201337,W_Nabellen offertes-START,11259,2012/02/02 19:23:20.933,Variant 3125,3125,5000,W_Nabellen offertes,START
201337,O_SENT_BACK-COMPLETE,11259,2012/02/02 19:23:35.863,Variant 3125,3125,5000,O_SENT_BACK,COMPLETE
201337,W_Valideren aanvraag-SCHEDULE,11259,2012/02/02 19:23:36.039,Variant 3125,3125,5000,W_Valideren aanvraag,SCHEDULE
201337,W_Nabellen offertes-COMPLETE,11259,2012/02/02 19:23:37.319,Variant 3125,3125,5000,W_Nabellen offertes,COMPLETE
201337,W_Valideren aanvraag-START,10609,2012/02/08 13:43:13.896,Variant 3125,3125,5000,W_Valideren aanvraag,START
201337,O_ACCEPTED-COMPLETE,10609,2012/02/08 13:56:11.299,Variant 3125,3125,5000,O_ACCEPTED,COMPLETE
201337,A_APPROVED-COMPLETE,10609,2012/02/08 13:56:11.300,Variant 3125,3125,5000,A_APPROVED,COMPLETE
201337,A_REGISTERED-COMPLETE,10609,2012/02/08 13:56:11.300,Variant 3125,3125,5000,A_REGISTERED,COMPLETE
201337,A_ACTIVATED-COMPLETE,10609,2012/02/08 13:56:11.301,Variant 3125,3125,5000,A_ACTIVATED,COMPLETE
201337,W_Valideren aanvraag-COMPLETE,10609,2012/02/08 13:56:20.762,Variant 3125,3125,5000,W_Valideren aanvraag,COMPLETE
201340,A_SUBMITTED-COMPLETE,112,2012/01/16 20:20:18.558,Variant 1,1,10000,A_SUBMITTED,COMPLETE
201340,A_PARTLYSUBMITTED-COMPLETE,112,2012/01/16 20:20:18.754,Variant 1,1,10000,A_PARTLYSUBMITTED,COMPLETE
201340,A_DECLINED-COMPLETE,112,2012/01/16 20:20:54.822,Variant 1,1,10000,A_DECLINED,COMPLETE
201343,A_SUBMITTED-COMPLETE,112,2012/01/16 20:24:38.306,Variant 2,2,10200,A_SUBMITTED,COMPLETE
201343,A_PARTLYSUBMITTED-COMPLETE,112,2012/01/16 20:24:38.547,Variant 2,2,10200,A_PARTLYSUBMITTED,COMPLETE
201343,W_Afhandelen leads-SCHEDULE,112,2012/01/16 20:24:51.900,Variant 2,2,10200,W_Afhandelen leads,SCHEDULE
201343,W_Afhandelen leads-START,10910,2012/01/16 20:42:55.324,Variant 2,2,10200,W_Afhandelen leads,START
201343,A_DECLINED-COMPLETE,10910,2012/01/16 20:44:18.582,Variant 2,2,10200,A_DECLINED,COMPLETE
201343,W_Afhandelen leads-COMPLETE,10910,2012/01/16 20:44:21.795,Variant 2,2,10200,W_Afhandelen leads,COMPLETE
201346,A_SUBMITTED-COMPLETE,112,2012/01/16 20:36:09.053,Variant 1,1,12000,A_SUBMITTED,COMPLETE
201346,A_PARTLYSUBMITTED-COMPLETE,112,2012/01/16 20:36:09.256,Variant 1,1,12000,A_PARTLYSUBMITTED,COMPLETE
201346,A_DECLINED-COMPLETE,112,2012/01/16 20:36:38.995,Variant 1,1,12000,A_DECLINED,COMPLETE
201349,A_SUBMITTED-COMPLETE,112,2012/01/16 20:57:59.060,Variant 1,1,5000,A_SUBMITTED,COMPLETE
201349,A_PARTLYSUBMITTED-COMPLETE,112,2012/01/16 20:57:59.687,Variant 1,1,5000,A_PARTLYSUBMITTED,COMPLETE
201349,A_DECLINED-COMPLETE,112,2012/01/16 20:58:31.286,Variant 1,1,5000,A_DECLINED,COMPLETE
201352,A_SUBMITTED-COMPLETE,112,2012/01/16 20:58:54.963,Variant 2,2,10000,A_SUBMITTED,COMPLETE
201352,A_PARTLYSUBMITTED-COMPLETE,112,2012/01/16 20:58:55.120,Variant 2,2,10000,A_PARTLYSUBMITTED,COMPLETE
201352,W_Afhandelen leads-SCHEDULE,112,2012/01/16 20:59:50.326,Variant 2,2,10000,W_Afhandelen leads,SCHEDULE
201352,W_Afhandelen leads-START,10910,2012/01/16 21:02:30.185,Variant 2,2,10000,W_Afhandelen leads,START
201352,A_DECLINED-COMPLETE,10910,2012/01/16 21:03:37.922,Variant 2,2,10000,A_DECLINED,COMPLETE
201352,W_Afhandelen leads-COMPLETE,10910,2012/01/16 21:03:41.198,Variant 2,2,10000,W_Afhandelen leads,COMPLETE
201355,A_SUBMITTED-COMPLETE,112,2012/01/16 21:01:00.209,Variant 1,1,3600,A_SUBMITTED,COMPLETE
201355,A_PARTLYSUBMITTED-COMPLETE,112,2012/01/16 21:01:00.388,Variant 1,1,3600,A_PARTLYSUBMITTED,COMPLETE
201355,A_DECLINED-COMPLETE,112,2012/01/16 21:01:57.429,Variant 1,1,3600,A_DECLINED,COMPLETE
201358,A_SUBMITTED-COMPLETE,112,2012/01/16 21:02:42.048,Variant 2,2,7012,A_SUBMITTED,COMPLETE
201358,A_PARTLYSUBMITTED-COMPLETE,112,2012/01/16 21:02:42.176,Variant 2,2,7012,A_PARTLYSUBMITTED,COMPLETE
201358,W_Afhandelen leads-SCHEDULE,112,2012/01/16 21:03:18.266,Variant 2,2,7012,W_Afhandelen leads,SCHEDULE
201358,W_Afhandelen leads-START,10910,2012/01/16 21:05:03.758,Variant 2,2,7012,W_Afhandelen leads,START
201358,A_DECLINED-COMPLETE,10910,2012/01/16 21:08:24.212,Variant 2,2,7012,A_DECLINED,COMPLETE
201358,W_Afhandelen leads-COMPLETE,10910,2012/01/16 21:08:27.353,Variant 2,2,7012,W_Afhandelen leads,COMPLETE
201361,A_SUBMITTED-COMPLETE,112,2012/01/16 21:03:32.976,Variant 1,1,20000,A_SUBMITTED,COMPLETE
201361,A_PARTLYSUBMITTED-COMPLETE,112,2012/01/16 21:03:33.074,Variant 1,1,20000,A_PARTLYSUBMITTED,COMPLETE
201361,A_DECLINED-COMPLETE,112,2012/01/16 21:04:10.185,Variant 1,1,20000,A_DECLINED,COMPLETE
201364,A_SUBMITTED-COMPLETE,112,2012/01/16 21:03:59.286,Variant 1,1,15000,A_SUBMITTED,COMPLETE
201364,A_PARTLYSUBMITTED-COMPLETE,112,2012/01/16 21:03:59.411,Variant 1,1,15000,A_PARTLYSUBMITTED,COMPLETE
201364,A_DECLINED-COMPLETE,112,2012/01/16 21:04:39.165,Variant 1,1,15000,A_DECLINED,COMPLETE
201367,A_SUBMITTED-COMPLETE,112,2012/01/16 21:05:43.777,Variant 2,2,5000,A_SUBMITTED,COMPLETE
201367,A_PARTLYSUBMITTED-COMPLETE,112,2012/01/16 21:05:43.885,Variant 2,2,5000,A_PARTLYSUBMITTED,COMPLETE
201367,W_Afhandelen leads-SCHEDULE,112,2012/01/16 21:05:51.397,Variant 2,2,5000,W_Afhandelen leads,SCHEDULE
201367,W_Afhandelen leads-START,10863,2012/01/16 21:14:29.166,Variant 2,2,5000,W_Afhandelen leads,START
201367,A_DECLINED-COMPLETE,10863,2012/01/16 21:24:14.169,Variant 2,2,5000,A_DECLINED,COMPLETE
201367,W_Afhandelen leads-COMPLETE,10863,2012/01/16 21:24:16.918,Variant 2,2,5000,W_Afhandelen leads,COMPLETE
201370,A_SUBMITTED-COMPLETE,112,2012/01/16 21:12:08.375,Variant 1,1,5000,A_SUBMITTED,COMPLETE
201370,A_PARTLYSUBMITTED-COMPLETE,112,2012/01/16 21:12:08.543,Variant 1,1,5000,A_PARTLYSUBMITTED,COMPLETE
201370,A_DECLINED-COMPLETE,112,2012/01/16 21:12:43.574,Variant 1,1,5000,A_DECLINED,COMPLETE
201373,A_SUBMITTED-COMPLETE,112,2012/01/16 21:12:10.067,Variant 3126,3126,35000,A_SUBMITTED,COMPLETE
201373,A_PARTLYSUBMITTED-COMPLETE,112,2012/01/16 21:12:10.184,Variant 3126,3126,35000,A_PARTLYSUBMITTED,COMPLETE
201373,A_PREACCEPTED-COMPLETE,112,2012/01/16 21:12:45.343,Variant 3126,3126,35000,A_PREACCEPTED,COMPLETE
201373,W_Completeren aanvraag-SCHEDULE,112,2012/01/16 21:12:45.705,Variant 3126,3126,35000,W_Completeren aanvraag,SCHEDULE
201373,W_Completeren aanvraag-START,10889,2012/01/16 22:05:13.552,Variant 3126,3126,35000,W_Completeren aanvraag,START
201373,W_Completeren aanvraag-COMPLETE,10889,2012/01/16 22:12:06.902,Variant 3126,3126,35000,W_Completeren aanvraag,COMPLETE
201373,W_Completeren aanvraag-START,10913,2012/01/16 22:22:52.396,Variant 3126,3126,35000,W_Completeren aanvraag,START
201373,W_Completeren aanvraag-COMPLETE,10913,2012/01/16 22:24:57.826,Variant 3126,3126,35000,W_Completeren aanvraag,COMPLETE
201373,W_Completeren aanvraag-START,10932,2012/01/16 22:57:13.395,Variant 3126,3126,35000,W_Completeren aanvraag,START
201373,A_ACCEPTED-COMPLETE,10932,2012/01/16 23:01:05.787,Variant 3126,3126,35000,A_ACCEPTED,COMPLETE
201373,O_SELECTED-COMPLETE,10932,2012/01/16 23:03:36.024,Variant 3126,3126,35000,O_SELECTED,COMPLETE
201373,A_FINALIZED-COMPLETE,10932,2012/01/16 23:03:36.025,Variant 3126,3126,35000,A_FINALIZED,COMPLETE
201373,O_CREATED-COMPLETE,10932,2012/01/16 23:03:37.431,Variant 3126,3126,35000,O_CREATED,COMPLETE
201373,O_SENT-COMPLETE,10932,2012/01/16 23:03:37.462,Variant 3126,3126,35000,O_SENT,COMPLETE
