Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,(case) AMOUNT_REQ,concept:name,lifecycle:transition
207975,A_SUBMITTED-COMPLETE,112,2012/02/10 03:46:57.032,Variant 6,6,15000,A_SUBMITTED,COMPLETE
207975,A_PARTLYSUBMITTED-COMPLETE,112,2012/02/10 03:46:57.463,Variant 6,6,15000,A_PARTLYSUBMITTED,COMPLETE
207975,A_PREACCEPTED-COMPLETE,112,2012/02/10 03:47:39.485,Variant 6,6,15000,A_PREACCEPTED,COMPLETE
207975,W_Completeren aanvraag-SCHEDULE,112,2012/02/10 03:47:39.960,Variant 6,6,15000,W_Completeren aanvraag,SCHEDULE
207975,W_Completeren aanvraag-START,11203,2012/02/10 15:45:38.865,Variant 6,6,15000,W_Completeren aanvraag,START
207975,A_CANCELLED-COMPLETE,11203,2012/02/10 15:51:29.021,Variant 6,6,15000,A_CANCELLED,COMPLETE
207975,W_Completeren aanvraag-COMPLETE,11203,2012/02/10 15:51:32.589,Variant 6,6,15000,W_Completeren aanvraag,COMPLETE
207978,A_SUBMITTED-COMPLETE,112,2012/02/10 03:49:20.982,Variant 82,82,20000,A_SUBMITTED,COMPLETE
207978,A_PARTLYSUBMITTED-COMPLETE,112,2012/02/10 03:49:21.387,Variant 82,82,20000,A_PARTLYSUBMITTED,COMPLETE
207978,A_PREACCEPTED-COMPLETE,112,2012/02/10 03:50:00.616,Variant 82,82,20000,A_PREACCEPTED,COMPLETE
207978,W_Completeren aanvraag-SCHEDULE,112,2012/02/10 03:50:01.063,Variant 82,82,20000,W_Completeren aanvraag,SCHEDULE
207978,W_Completeren aanvraag-START,11203,2012/02/10 15:52:40.284,Variant 82,82,20000,W_Completeren aanvraag,START
207978,W_Completeren aanvraag-COMPLETE,11203,2012/02/10 16:00:55.194,Variant 82,82,20000,W_Completeren aanvraag,COMPLETE
207978,W_Completeren aanvraag-START,11203,2012/02/10 16:10:53.922,Variant 82,82,20000,W_Completeren aanvraag,START
207978,A_ACCEPTED-COMPLETE,11203,2012/02/10 16:17:55.796,Variant 82,82,20000,A_ACCEPTED,COMPLETE
207978,A_CANCELLED-COMPLETE,11203,2012/02/10 16:22:39.710,Variant 82,82,20000,A_CANCELLED,COMPLETE
207978,W_Completeren aanvraag-COMPLETE,11203,2012/02/10 16:22:42.566,Variant 82,82,20000,W_Completeren aanvraag,COMPLETE
207981,A_SUBMITTED-COMPLETE,112,2012/02/10 04:29:30.206,Variant 19,19,3000,A_SUBMITTED,COMPLETE
207981,A_PARTLYSUBMITTED-COMPLETE,112,2012/02/10 04:29:33.486,Variant 19,19,3000,A_PARTLYSUBMITTED,COMPLETE
207981,W_Afhandelen leads-SCHEDULE,112,2012/02/10 04:29:50.172,Variant 19,19,3000,W_Afhandelen leads,SCHEDULE
207981,W_Afhandelen leads-START,11179,2012/02/10 16:10:01.327,Variant 19,19,3000,W_Afhandelen leads,START
207981,W_Afhandelen leads-COMPLETE,11179,2012/02/10 16:10:42.672,Variant 19,19,3000,W_Afhandelen leads,COMPLETE
207981,W_Afhandelen leads-START,11179,2012/02/10 16:22:07.903,Variant 19,19,3000,W_Afhandelen leads,START
207981,A_PREACCEPTED-COMPLETE,11179,2012/02/10 16:25:58.600,Variant 19,19,3000,A_PREACCEPTED,COMPLETE
207981,W_Completeren aanvraag-SCHEDULE,11179,2012/02/10 16:25:58.872,Variant 19,19,3000,W_Completeren aanvraag,SCHEDULE
207981,W_Afhandelen leads-COMPLETE,11179,2012/02/10 16:26:00.069,Variant 19,19,3000,W_Afhandelen leads,COMPLETE
207981,W_Completeren aanvraag-START,11169,2012/02/10 17:44:24.080,Variant 19,19,3000,W_Completeren aanvraag,START
207981,A_DECLINED-COMPLETE,11169,2012/02/10 18:12:51.526,Variant 19,19,3000,A_DECLINED,COMPLETE
207981,W_Completeren aanvraag-COMPLETE,11169,2012/02/10 18:12:54.758,Variant 19,19,3000,W_Completeren aanvraag,COMPLETE
207984,A_SUBMITTED-COMPLETE,112,2012/02/10 04:49:16.633,Variant 21,21,3500,A_SUBMITTED,COMPLETE
207984,A_PARTLYSUBMITTED-COMPLETE,112,2012/02/10 04:49:17.035,Variant 21,21,3500,A_PARTLYSUBMITTED,COMPLETE
207984,W_Afhandelen leads-SCHEDULE,112,2012/02/10 04:49:39.771,Variant 21,21,3500,W_Afhandelen leads,SCHEDULE
207984,W_Afhandelen leads-START,11179,2012/02/10 16:16:36.550,Variant 21,21,3500,W_Afhandelen leads,START
207984,A_PREACCEPTED-COMPLETE,11179,2012/02/10 16:18:37.596,Variant 21,21,3500,A_PREACCEPTED,COMPLETE
207984,W_Completeren aanvraag-SCHEDULE,11179,2012/02/10 16:18:37.801,Variant 21,21,3500,W_Completeren aanvraag,SCHEDULE
207984,W_Afhandelen leads-COMPLETE,11179,2012/02/10 16:18:40.698,Variant 21,21,3500,W_Afhandelen leads,COMPLETE
207984,W_Completeren aanvraag-START,11169,2012/02/10 20:14:52.837,Variant 21,21,3500,W_Completeren aanvraag,START
207984,W_Completeren aanvraag-COMPLETE,11169,2012/02/10 20:26:45.780,Variant 21,21,3500,W_Completeren aanvraag,COMPLETE
207984,W_Completeren aanvraag-START,11181,2012/02/11 16:10:05.711,Variant 21,21,3500,W_Completeren aanvraag,START
207984,A_CANCELLED-COMPLETE,11181,2012/02/11 16:14:06.042,Variant 21,21,3500,A_CANCELLED,COMPLETE
207984,W_Completeren aanvraag-COMPLETE,11181,2012/02/11 16:14:09.006,Variant 21,21,3500,W_Completeren aanvraag,COMPLETE
207987,A_SUBMITTED-COMPLETE,112,2012/02/10 04:53:28.495,Variant 67,67,20000,A_SUBMITTED,COMPLETE
207987,A_PARTLYSUBMITTED-COMPLETE,112,2012/02/10 04:53:28.651,Variant 67,67,20000,A_PARTLYSUBMITTED,COMPLETE
207987,W_Afhandelen leads-SCHEDULE,112,2012/02/10 04:53:41.224,Variant 67,67,20000,W_Afhandelen leads,SCHEDULE
207987,W_Afhandelen leads-START,11179,2012/02/10 16:18:44.662,Variant 67,67,20000,W_Afhandelen leads,START
207987,A_PREACCEPTED-COMPLETE,11179,2012/02/10 16:20:21.097,Variant 67,67,20000,A_PREACCEPTED,COMPLETE
207987,W_Completeren aanvraag-SCHEDULE,11179,2012/02/10 16:20:21.226,Variant 67,67,20000,W_Completeren aanvraag,SCHEDULE
207987,W_Afhandelen leads-COMPLETE,11179,2012/02/10 16:20:22.444,Variant 67,67,20000,W_Afhandelen leads,COMPLETE
207987,W_Completeren aanvraag-START,11179,2012/02/10 17:36:52.238,Variant 67,67,20000,W_Completeren aanvraag,START
207987,W_Completeren aanvraag-COMPLETE,11179,2012/02/10 17:38:54.503,Variant 67,67,20000,W_Completeren aanvraag,COMPLETE
207987,W_Completeren aanvraag-START,11181,2012/02/11 01:49:08.985,Variant 67,67,20000,W_Completeren aanvraag,START
207987,W_Completeren aanvraag-COMPLETE,11181,2012/02/11 01:56:37.471,Variant 67,67,20000,W_Completeren aanvraag,COMPLETE
207987,W_Completeren aanvraag-START,11181,2012/02/11 01:56:39.105,Variant 67,67,20000,W_Completeren aanvraag,START
207987,W_Completeren aanvraag-COMPLETE,11181,2012/02/11 02:02:12.982,Variant 67,67,20000,W_Completeren aanvraag,COMPLETE
207987,W_Completeren aanvraag-START,11181,2012/02/11 02:02:14.762,Variant 67,67,20000,W_Completeren aanvraag,START
207987,W_Completeren aanvraag-COMPLETE,11181,2012/02/11 02:02:43.119,Variant 67,67,20000,W_Completeren aanvraag,COMPLETE
207987,W_Completeren aanvraag-START,11181,2012/02/11 02:02:44.826,Variant 67,67,20000,W_Completeren aanvraag,START
207987,W_Completeren aanvraag-COMPLETE,11181,2012/02/11 02:09:48.983,Variant 67,67,20000,W_Completeren aanvraag,COMPLETE
207987,W_Completeren aanvraag-START,11201,2012/02/13 19:12:44.564,Variant 67,67,20000,W_Completeren aanvraag,START
207987,W_Completeren aanvraag-COMPLETE,11201,2012/02/13 19:13:00.071,Variant 67,67,20000,W_Completeren aanvraag,COMPLETE
207987,W_Completeren aanvraag-START,,2012/02/13 21:12:21.659,Variant 67,67,20000,W_Completeren aanvraag,START
207987,W_Completeren aanvraag-COMPLETE,,2012/02/13 21:15:19.190,Variant 67,67,20000,W_Completeren aanvraag,COMPLETE
207987,W_Completeren aanvraag-START,11180,2012/02/13 23:34:31.937,Variant 67,67,20000,W_Completeren aanvraag,START
207987,W_Completeren aanvraag-COMPLETE,11180,2012/02/13 23:39:20.711,Variant 67,67,20000,W_Completeren aanvraag,COMPLETE
207987,W_Completeren aanvraag-COMPLETE,11180,2012/03/11 15:15:24.832,Variant 67,67,20000,W_Completeren aanvraag,COMPLETE
207987,A_CANCELLED-COMPLETE,112,2012/03/11 15:15:24.834,Variant 67,67,20000,A_CANCELLED,COMPLETE
