Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,(case) AMOUNT_REQ,concept:name,lifecycle:transition
178074,W_Completeren aanvraag-START,11189,2011/10/19 15:01:54.169,Variant 319,319,25000,W_Completeren aanvraag,START
178074,A_ACCEPTED-COMPLETE,11189,2011/10/19 15:05:34.316,Variant 319,319,25000,A_ACCEPTED,COMPLETE
178074,O_SELECTED-COMPLETE,11189,2011/10/19 15:08:02.543,Variant 319,319,25000,O_SELECTED,COMPLETE
178074,A_FINALIZED-COMPLETE,11189,2011/10/19 15:08:02.543,Variant 319,319,25000,A_FINALIZED,COMPLETE
178074,O_CREATED-COMPLETE,11189,2011/10/19 15:08:50.509,Variant 319,319,25000,O_CREATED,COMPLETE
178074,O_SENT-COMPLETE,11189,2011/10/19 15:08:50.538,Variant 319,319,25000,O_SENT,COMPLETE
178074,W_Nabellen offertes-SCHEDULE,11189,2011/10/19 15:08:50.672,Variant 319,319,25000,W_Nabellen offertes,SCHEDULE
178074,W_Completeren aanvraag-COMPLETE,11189,2011/10/19 15:08:52.138,Variant 319,319,25000,W_Completeren aanvraag,COMPLETE
178074,W_Nabellen offertes-START,11189,2011/10/19 15:14:16.313,Variant 319,319,25000,W_Nabellen offertes,START
178074,W_Nabellen offertes-COMPLETE,11189,2011/10/19 15:14:26.709,Variant 319,319,25000,W_Nabellen offertes,COMPLETE
178074,W_Nabellen offertes-START,11189,2011/10/25 21:59:38.853,Variant 319,319,25000,W_Nabellen offertes,START
178074,W_Nabellen offertes-COMPLETE,11189,2011/10/25 22:02:15.154,Variant 319,319,25000,W_Nabellen offertes,COMPLETE
178074,W_Nabellen offertes-START,11119,2011/11/02 00:04:41.986,Variant 319,319,25000,W_Nabellen offertes,START
178074,W_Nabellen offertes-COMPLETE,11119,2011/11/02 00:11:34.657,Variant 319,319,25000,W_Nabellen offertes,COMPLETE
178074,W_Nabellen offertes-START,11181,2011/11/04 02:31:13.516,Variant 319,319,25000,W_Nabellen offertes,START
178074,O_CANCELLED-COMPLETE,11181,2011/11/04 02:33:34.571,Variant 319,319,25000,O_CANCELLED,COMPLETE
178074,A_CANCELLED-COMPLETE,11181,2011/11/04 02:33:34.571,Variant 319,319,25000,A_CANCELLED,COMPLETE
178074,W_Nabellen offertes-COMPLETE,11181,2011/11/04 02:33:36.544,Variant 319,319,25000,W_Nabellen offertes,COMPLETE
178077,A_SUBMITTED-COMPLETE,112,2011/10/19 15:21:13.086,Variant 1,1,9500,A_SUBMITTED,COMPLETE
178077,A_PARTLYSUBMITTED-COMPLETE,112,2011/10/19 15:21:13.244,Variant 1,1,9500,A_PARTLYSUBMITTED,COMPLETE
178077,A_DECLINED-COMPLETE,112,2011/10/19 15:22:00.304,Variant 1,1,9500,A_DECLINED,COMPLETE
178080,A_SUBMITTED-COMPLETE,112,2011/10/19 15:22:47.412,Variant 72,72,15000,A_SUBMITTED,COMPLETE
178080,A_PARTLYSUBMITTED-COMPLETE,112,2011/10/19 15:22:47.613,Variant 72,72,15000,A_PARTLYSUBMITTED,COMPLETE
