Case ID,Activity,Complete Timestamp,Variant,Variant index
Packaging,723714874277890,2018/01/06 23:59:00.000,Variant 8,8
Packaging,736861769170945,2018/01/06 23:59:00.000,Variant 8,8
Packaging,727434315956226,2018/01/06 23:59:00.000,Variant 8,8
Packaging,723719169245186,2018/01/06 23:59:00.000,Variant 8,8
Packaging,727430020988930,2018/01/06 23:59:00.000,Variant 8,8
Packaging,723723464212482,2018/01/06 23:59:00.000,Variant 8,8
Packaging,727425726021634,2018/01/06 23:59:00.000,Variant 8,8
Packaging,723727759179778,2018/01/06 23:59:00.000,Variant 8,8
Packaging,723732054147074,2018/01/06 23:59:00.000,Variant 8,8
Packaging,723736349114372,2018/01/06 23:59:00.000,Variant 8,8
Packaging,727421431054338,2018/01/06 23:59:00.000,Variant 8,8
Packaging,292513042661381,2018/01/06 23:59:00.000,Variant 8,8
Packaging,767819893440514,2018/01/06 23:59:00.000,Variant 8,8
Packaging,727412841119746,2018/01/06 23:59:00.000,Variant 8,8
Packaging,763370307321860,2018/01/06 23:59:00.000,Variant 8,8
Packaging,745722286702595,2018/01/06 23:59:00.000,Variant 8,8
Packaging,727408546152450,2018/01/06 23:59:00.000,Variant 8,8
Packaging,763374602289155,2018/01/06 23:59:00.000,Variant 8,8
Packaging,763383192223747,2018/01/06 23:59:00.000,Variant 8,8
Packaging,727404251185155,2018/01/06 23:59:00.000,Variant 8,8
Packaging,693851966668802,2018/01/06 23:59:00.000,Variant 8,8
Packaging,727399956217858,2018/01/06 23:59:00.000,Variant 8,8
Packaging,663812965400577,2018/01/06 23:59:00.000,Variant 8,8
Packaging,727395661250562,2018/01/06 23:59:00.000,Variant 8,8
Packaging,704194247917572,2018/01/06 23:59:00.000,Variant 8,8
Packaging,704202837852162,2018/01/06 23:59:00.000,Variant 8,8
Packaging,743969940045825,2018/01/06 23:59:00.000,Variant 8,8
Packaging,727279697133571,2018/01/06 23:59:00.000,Variant 8,8
Packaging,727107898441729,2018/01/06 23:59:00.000,Variant 8,8
Packaging,668812307333123,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724041291792391,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724152960942082,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724157255909378,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724161550876674,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724165845843970,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724170140811266,2018/01/06 23:59:00.000,Variant 8,8
Packaging,716275990921217,2018/01/06 23:59:00.000,Variant 8,8
Packaging,730380663521281,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724174435778562,2018/01/06 23:59:00.000,Variant 8,8
Packaging,730384958488577,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724183025713154,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724187320680450,2018/01/06 23:59:00.000,Variant 8,8
Packaging,743987119915009,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724191615647746,2018/01/06 23:59:00.000,Variant 8,8
Packaging,730402138357762,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724195910615042,2018/01/06 23:59:00.000,Variant 8,8
Packaging,730406433325058,2018/01/06 23:59:00.000,Variant 8,8
Packaging,730410728292354,2018/01/06 23:59:00.000,Variant 8,8
Packaging,730415023259650,2018/01/06 23:59:00.000,Variant 8,8
Packaging,730419318226946,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724200205582338,2018/01/06 23:59:00.000,Variant 8,8
Packaging,730423613194242,2018/01/06 23:59:00.000,Variant 8,8
Packaging,730427908161538,2018/01/06 23:59:00.000,Variant 8,8
Packaging,730432203128834,2018/01/06 23:59:00.000,Variant 8,8
Packaging,693486894448641,2018/01/06 23:59:00.000,Variant 8,8
Packaging,730440793063427,2018/01/06 23:59:00.000,Variant 8,8
Packaging,730445088030722,2018/01/06 23:59:00.000,Variant 8,8
Packaging,730449382998018,2018/01/06 23:59:00.000,Variant 8,8
Packaging,730453677965314,2018/01/06 23:59:00.000,Variant 8,8
Packaging,730457972932610,2018/01/06 23:59:00.000,Variant 8,8
Packaging,730462267899906,2018/01/06 23:59:00.000,Variant 8,8
Packaging,730475152801794,2018/01/06 23:59:00.000,Variant 8,8
Packaging,730543872278531,2018/01/06 23:59:00.000,Variant 8,8
Packaging,600960413990914,2018/01/06 23:59:00.000,Variant 8,8
Packaging,718741302149122,2018/01/06 23:59:00.000,Variant 8,8
Packaging,730548167245827,2018/01/06 23:59:00.000,Variant 8,8
Packaging,768159195856899,2018/01/06 23:59:00.000,Variant 8,8
Packaging,718737007181826,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724204500549634,2018/01/06 23:59:00.000,Variant 8,8
Packaging,689887711854593,2018/01/06 23:59:00.000,Variant 8,8
Packaging,555339271372805,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724213090484226,2018/01/06 23:59:00.000,Variant 8,8
Packaging,555356451241988,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724217385451522,2018/01/06 23:59:00.000,Variant 8,8
Packaging,735882516627458,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724221680418818,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724225975386114,2018/01/06 23:59:00.000,Variant 8,8
Packaging,735972710940674,2018/01/06 23:59:00.000,Variant 8,8
Packaging,735981300875265,2018/01/06 23:59:00.000,Variant 8,8
Packaging,656386966945797,2018/01/06 23:59:00.000,Variant 8,8
Packaging,768154900889603,2018/01/06 23:59:00.000,Variant 8,8
Packaging,697983725207554,2018/01/06 23:59:00.000,Variant 8,8
Packaging,646989578502146,2018/01/06 23:59:00.000,Variant 8,8
Packaging,730805865283585,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724535213031426,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724539507998722,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724543802966018,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724548097933314,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724552392900610,2018/01/06 23:59:00.000,Variant 8,8
Packaging,748668634267651,2018/01/06 23:59:00.000,Variant 8,8
Packaging,748664339300355,2018/01/06 23:59:00.000,Variant 8,8
Packaging,748660044333059,2018/01/06 23:59:00.000,Variant 8,8
Packaging,748651454398467,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724556687867906,2018/01/06 23:59:00.000,Variant 8,8
Packaging,768150605922307,2018/01/06 23:59:00.000,Variant 8,8
Packaging,746778848657410,2018/01/06 23:59:00.000,Variant 8,8
Packaging,746783143624705,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724560982835202,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724565277802498,2018/01/06 23:59:00.000,Variant 8,8
Packaging,692155454586883,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724573867737090,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724578162704386,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724582457671682,2018/01/06 23:59:00.000,Variant 8,8
Packaging,746800323493891,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724586752638978,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724591047606274,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724595342573570,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724599637540866,2018/01/06 23:59:00.000,Variant 8,8
Packaging,724603932508162,2018/01/06 23:59:00.000,Variant 8,8
Packaging,753328673783813,2018/01/06 23:59:00.000,Variant 8,8
Packaging,753324378816516,2018/01/06 23:59:00.000,Variant 8,8
Packaging,730947599204355,2018/01/06 23:59:00.000,Variant 8,8
Packaging,668567494197250,2018/01/06 23:59:00.000,Variant 8,8
Packaging,656386966945796,2018/01/06 23:59:00.000,Variant 8,8
Packaging,507437501120513,2018/01/06 23:59:00.000,Variant 8,8
Packaging,507454680989697,2018/01/06 23:59:00.000,Variant 8,8
