Case ID,Activity,Complete Timestamp,Variant,Variant index
NIL,981292652953601,2018/01/20 10:53:00.000,Variant 7,7
NIL,982538193469440,2018/01/20 10:59:00.000,Variant 7,7
NIL,1071899283030017,2018/01/20 11:10:00.000,Variant 7,7
NIL,784359812497411,2018/01/20 11:16:00.000,Variant 7,7
NIL,784355517530115,2018/01/20 11:16:00.000,Variant 7,7
NIL,261593573097474,2018/01/20 11:17:00.000,Variant 7,7
NIL,529715496484865,2018/01/20 11:30:00.000,Variant 7,7
NIL,544000557711362,2018/01/20 11:35:00.000,Variant 7,7
NIL,758598598656007,2018/01/20 11:38:00.000,Variant 7,7
NIL,651482114293762,2018/01/20 11:40:00.000,Variant 7,7
NIL,855896787779586,2018/01/20 11:40:00.000,Variant 7,7
NIL,639022414168065,2018/01/20 11:42:00.000,Variant 7,7
NIL,501059474685955,2018/01/20 11:42:00.000,Variant 7,7
NIL,501059474685954,2018/01/20 11:42:00.000,Variant 7,7
NIL,501059474685956,2018/01/20 11:43:00.000,Variant 7,7
NIL,501059474685957,2018/01/20 11:43:00.000,Variant 7,7
NIL,718393409798145,2018/01/20 11:43:00.000,Variant 7,7
NIL,718397704765440,2018/01/20 11:43:00.000,Variant 7,7
NIL,198723841818627,2018/01/20 11:45:00.000,Variant 7,7
NIL,1071568570548226,2018/01/20 11:48:00.000,Variant 7,7
NIL,1071594340352002,2018/01/20 11:49:00.000,Variant 7,7
NIL,602798659993604,2018/01/20 11:50:00.000,Variant 7,7
NIL,630608573235202,2018/01/20 11:50:00.000,Variant 7,7
NIL,950544982081538,2018/01/20 11:50:00.000,Variant 7,7
NIL,812904165146625,2018/01/20 11:50:00.000,Variant 7,7
NIL,317788925198338,2018/01/20 11:51:00.000,Variant 7,7
NIL,317793220165633,2018/01/20 11:51:00.000,Variant 7,7
NIL,718427769536512,2018/01/20 11:52:00.000,Variant 7,7
NIL,501059474685958,2018/01/20 11:53:00.000,Variant 7,7
NIL,539151539634178,2018/01/20 11:53:00.000,Variant 7,7
NIL,922082233810946,2018/01/20 11:53:00.000,Variant 7,7
NIL,153746944294912,2018/01/20 11:55:00.000,Variant 7,7
NIL,636411074052097,2018/01/20 13:03:00.000,Variant 7,7
NIL,506917810077700,2018/01/20 13:05:00.000,Variant 7,7
NIL,299144472166402,2018/01/20 13:09:00.000,Variant 7,7
NIL,1067973682921473,2018/01/20 13:16:00.000,Variant 7,7
NIL,718801431691264,2018/01/20 13:17:00.000,Variant 7,7
NIL,810812516073473,2018/01/20 13:21:00.000,Variant 7,7
NIL,177811646054403,2018/01/20 13:22:00.000,Variant 7,7
NIL,177815941021699,2018/01/20 13:22:00.000,Variant 7,7
NIL,229535937200131,2018/01/20 13:22:00.000,Variant 7,7
NIL,982920445558785,2018/01/20 13:22:00.000,Variant 7,7
NIL,475044857774083,2018/01/20 13:34:00.000,Variant 7,7
NIL,381139692814338,2018/01/20 13:35:00.000,Variant 7,7
NIL,278794917117953,2018/01/20 13:41:00.000,Variant 7,7
NIL,927919094366210,2018/01/20 13:41:00.000,Variant 7,7
NIL,1072509168386048,2018/01/20 13:51:00.000,Variant 7,7
NIL,1072500578451457,2018/01/20 13:51:00.000,Variant 7,7
NIL,785738496999426,2018/01/20 13:52:00.000,Variant 7,7
NIL,983229683204097,2018/01/20 13:54:00.000,Variant 7,7
NIL,906302523965444,2018/01/20 14:00:00.000,Variant 7,7
NIL,988907629969411,2018/01/20 14:12:00.000,Variant 7,7
NIL,343721937731590,2018/01/20 14:13:00.000,Variant 7,7
NIL,293110043115523,2018/01/20 14:13:00.000,Variant 7,7
NIL,293105748148230,2018/01/20 14:13:00.000,Variant 7,7
NIL,813934957297668,2018/01/20 14:14:00.000,Variant 7,7
NIL,271459112976390,2018/01/20 14:14:00.000,Variant 7,7
NIL,272275156762634,2018/01/20 14:14:00.000,Variant 7,7
NIL,897094114082820,2018/01/20 14:14:00.000,Variant 7,7
NIL,1072650902306817,2018/01/20 14:15:00.000,Variant 7,7
NIL,983289812746241,2018/01/20 14:16:00.000,Variant 7,7
NIL,131713762066439,2018/01/20 14:16:00.000,Variant 7,7
NIL,153746944294919,2018/01/20 14:16:00.000,Variant 7,7
NIL,874781758980100,2018/01/20 14:16:00.000,Variant 7,7
NIL,100098507800582,2018/01/20 14:17:00.000,Variant 7,7
NIL,95571612270604,2018/01/20 14:17:00.000,Variant 7,7
NIL,53747220742148,2018/01/20 14:18:00.000,Variant 7,7
NIL,32122060406789,2018/01/20 14:18:00.000,Variant 7,7
NIL,547372107038720,2018/01/20 14:22:00.000,Variant 7,7
NIL,390601505767427,2018/01/20 14:23:00.000,Variant 7,7
NIL,1072702441914369,2018/01/20 14:23:00.000,Variant 7,7
NIL,641083998470144,2018/01/20 14:25:00.000,Variant 7,7
NIL,356306191908864,2018/01/20 14:28:00.000,Variant 7,7
NIL,356301896941569,2018/01/20 14:28:00.000,Variant 7,7
NIL,356301896941568,2018/01/20 14:28:00.000,Variant 7,7
NIL,648192169345027,2018/01/20 14:29:00.000,Variant 7,7
NIL,1072702441914370,2018/01/20 14:29:00.000,Variant 7,7
NIL,1063425312555010,2018/01/20 14:29:00.000,Variant 7,7
NIL,356310486876160,2018/01/20 14:30:00.000,Variant 7,7
NIL,520996712873987,2018/01/20 14:33:00.000,Variant 7,7
NIL,696909983383555,2018/01/20 14:41:00.000,Variant 7,7
NIL,273202869698561,2018/01/20 14:43:00.000,Variant 7,7
NIL,43662637531138,2018/01/20 14:45:00.000,Variant 7,7
NIL,994113130332162,2018/01/20 14:49:00.000,Variant 7,7
NIL,994113130332163,2018/01/20 14:52:00.000,Variant 7,7
NIL,994113130332164,2018/01/20 14:52:00.000,Variant 7,7
NIL,910936793677825,2018/01/20 14:56:00.000,Variant 7,7
NIL,1072878535573505,2018/01/20 14:57:00.000,Variant 7,7
NIL,778226599198725,2018/01/20 15:06:00.000,Variant 7,7
NIL,944093941202948,2018/01/20 15:06:00.000,Variant 7,7
NIL,910932498710529,2018/01/20 15:08:00.000,Variant 7,7
NIL,457018880032769,2018/01/20 15:10:00.000,Variant 7,7
NIL,885347378528259,2018/01/20 15:10:00.000,Variant 7,7
NIL,855978392158212,2018/01/20 15:12:00.000,Variant 7,7
NIL,855965507256322,2018/01/20 15:13:00.000,Variant 7,7
NIL,154481383702528,2018/01/20 15:14:00.000,Variant 7,7
NIL,741264110649346,2018/01/20 15:14:00.000,Variant 7,7
NIL,910928203743234,2018/01/20 15:15:00.000,Variant 7,7
NIL,859448725733380,2018/01/20 15:18:00.000,Variant 7,7
NIL,432395832524801,2018/01/20 15:27:00.000,Variant 7,7
NIL,435930590609409,2018/01/20 15:27:00.000,Variant 7,7
NIL,691214856749057,2018/01/20 15:28:00.000,Variant 7,7
NIL,669611171250176,2018/01/20 15:37:00.000,Variant 7,7
NIL,177815941021700,2018/01/20 15:39:00.000,Variant 7,7
NIL,177811646054404,2018/01/20 15:39:00.000,Variant 7,7
NIL,685210492469251,2018/01/20 15:39:00.000,Variant 7,7
NIL,983809503789056,2018/01/20 15:42:00.000,Variant 7,7
NIL,1071345232248834,2018/01/20 15:45:00.000,Variant 7,7
NIL,629234183700482,2018/01/20 15:48:00.000,Variant 7,7
NIL,634847705956353,2018/01/20 15:48:00.000,Variant 7,7
NIL,1072904305377281,2018/01/20 15:48:00.000,Variant 7,7
NIL,235377092722690,2018/01/20 15:51:00.000,Variant 7,7
NIL,235389977624578,2018/01/20 15:51:00.000,Variant 7,7
