Case ID,Activity,Complete Timestamp,Variant,Variant index
Sales,388256453623809,2018/01/02 23:59:00.000,Variant 1,1
Sales,374190435729409,2018/01/02 23:59:00.000,Variant 1,1
Sales,388252158656513,2018/01/02 23:59:00.000,Variant 1,1
Sales,374194730696705,2018/01/02 23:59:00.000,Variant 1,1
Sales,374199025664001,2018/01/02 23:59:00.000,Variant 1,1
Sales,308644939825153,2018/01/02 23:59:00.000,Variant 1,1
Sales,308657824727041,2018/01/02 23:59:00.000,Variant 1,1
Sales,374203320631297,2018/01/02 23:59:00.000,Variant 1,1
Sales,263238545571844,2018/01/02 23:59:00.000,Variant 1,1
Sales,263234250604546,2018/01/02 23:59:00.000,Variant 1,1
Sales,263229955637250,2018/01/02 23:59:00.000,Variant 1,1
Sales,263225660669956,2018/01/02 23:59:00.000,Variant 1,1
Sales,319670120873986,2018/01/02 23:59:00.000,Variant 1,1
Sales,376045861601281,2018/01/02 23:59:00.000,Variant 1,1
Sales,365093694996481,2018/01/02 23:59:00.000,Variant 1,1
Sales,365097989963777,2018/01/02 23:59:00.000,Variant 1,1
Sales,365102284931073,2018/01/02 23:59:00.000,Variant 1,1
Sales,365106579898369,2018/01/02 23:59:00.000,Variant 1,1
Sales,379735238508545,2018/01/02 23:59:00.000,Variant 1,1
Sales,379739533475841,2018/01/02 23:59:00.000,Variant 1,1
Sales,379743828443137,2018/01/02 23:59:00.000,Variant 1,1
Sales,325747499597825,2018/01/02 23:59:00.000,Variant 1,1
Sales,357199545106433,2018/01/02 23:59:00.000,Variant 1,1
Sales,363994183368705,2018/01/02 23:59:00.000,Variant 1,1
Sales,368765892034561,2018/01/02 23:59:00.000,Variant 1,1
Sales,368761597067265,2018/01/02 23:59:00.000,Variant 1,1
Sales,368757302099969,2018/01/02 23:59:00.000,Variant 1,1
Sales,368753007132673,2018/01/02 23:59:00.000,Variant 1,1
Sales,388123309637633,2018/01/02 23:59:00.000,Variant 1,1
Sales,368748712165377,2018/01/02 23:59:00.000,Variant 1,1
Sales,295369195913217,2018/01/02 23:59:00.000,Variant 1,1
Sales,363989888401409,2018/01/02 23:59:00.000,Variant 1,1
Sales,368744417198081,2018/01/02 23:59:00.000,Variant 1,1
Sales,306115204087810,2018/01/02 23:59:00.000,Variant 1,1
Sales,368740122230785,2018/01/02 23:59:00.000,Variant 1,1
Sales,368735827263489,2018/01/02 23:59:00.000,Variant 1,1
Sales,368731532296193,2018/01/02 23:59:00.000,Variant 1,1
Sales,368722942361601,2018/01/02 23:59:00.000,Variant 1,1
Sales,368718647394305,2018/01/02 23:59:00.000,Variant 1,1
Sales,368714352427009,2018/01/02 23:59:00.000,Variant 1,1
Sales,368710057459713,2018/01/02 23:59:00.000,Variant 1,1
Sales,368705762492417,2018/01/02 23:59:00.000,Variant 1,1
Sales,379791073083394,2018/01/02 23:59:00.000,Variant 1,1
Sales,306067959447560,2018/01/02 23:59:00.000,Variant 1,1
Sales,368701467525121,2018/01/02 23:59:00.000,Variant 1,1
Sales,368697172557825,2018/01/02 23:59:00.000,Variant 1,1
Sales,368692877590529,2018/01/02 23:59:00.000,Variant 1,1
Sales,353922485059586,2018/01/02 23:59:00.000,Variant 1,1
Sales,368551143669762,2018/01/02 23:59:00.000,Variant 1,1
Sales,373481766125569,2018/01/02 23:59:00.000,Variant 1,1
Sales,373468881223681,2018/01/02 23:59:00.000,Variant 1,1
Sales,373464586256385,2018/01/02 23:59:00.000,Variant 1,1
Sales,368542553735170,2018/01/02 23:59:00.000,Variant 1,1
Sales,353901010223108,2018/01/02 23:59:00.000,Variant 1,1
Sales,373460291289089,2018/01/02 23:59:00.000,Variant 1,1
Sales,387955805913089,2018/01/02 23:59:00.000,Variant 1,1
Sales,387951510945793,2018/01/02 23:59:00.000,Variant 1,1
Sales,387947215978497,2018/01/02 23:59:00.000,Variant 1,1
Sales,387942921011201,2018/01/02 23:59:00.000,Variant 1,1
Sales,387934331076609,2018/01/02 23:59:00.000,Variant 1,1
Sales,387930036109313,2018/01/02 23:59:00.000,Variant 1,1
Sales,387925741142017,2018/01/02 23:59:00.000,Variant 1,1
Sales,387921446174721,2018/01/02 23:59:00.000,Variant 1,1
Sales,383789687635969,2018/01/02 23:59:00.000,Variant 1,1
Sales,385211321810946,2018/01/02 23:59:00.000,Variant 1,1
Sales,349228085805057,2018/01/02 23:59:00.000,Variant 1,1
Sales,309911955177473,2018/01/02 23:59:00.000,Variant 1,1
Sales,309916250144769,2018/01/02 23:59:00.000,Variant 1,1
Sales,309920545112065,2018/01/02 23:59:00.000,Variant 1,1
Sales,309924840079361,2018/01/02 23:59:00.000,Variant 1,1
Sales,375242702716933,2018/01/02 23:59:00.000,Variant 1,1
Sales,309929135046657,2018/01/02 23:59:00.000,Variant 1,1
Sales,380366598701057,2018/01/02 23:59:00.000,Variant 1,1
Sales,380362303733761,2018/01/02 23:59:00.000,Variant 1,1
Sales,373322852335617,2018/01/02 23:59:00.000,Variant 1,1
Sales,380358008766465,2018/01/02 23:59:00.000,Variant 1,1
Sales,380353713799169,2018/01/02 23:59:00.000,Variant 1,1
Sales,373318557368321,2018/01/02 23:59:00.000,Variant 1,1
Sales,373314262401025,2018/01/02 23:59:00.000,Variant 1,1
Sales,373309967433729,2018/01/02 23:59:00.000,Variant 1,1
Sales,373305672466433,2018/01/02 23:59:00.000,Variant 1,1
Sales,380345123864577,2018/01/02 23:59:00.000,Variant 1,1
Sales,380340828897281,2018/01/02 23:59:00.000,Variant 1,1
Sales,380336533929985,2018/01/02 23:59:00.000,Variant 1,1
Sales,380332238962689,2018/01/02 23:59:00.000,Variant 1,1
Sales,378678676553729,2018/01/02 23:59:00.000,Variant 1,1
Sales,378674381586433,2018/01/02 23:59:00.000,Variant 1,1
Sales,378670086619137,2018/01/02 23:59:00.000,Variant 1,1
Sales,378665791651841,2018/01/02 23:59:00.000,Variant 1,1
Sales,378657201717249,2018/01/02 23:59:00.000,Variant 1,1
Sales,378652906749953,2018/01/02 23:59:00.000,Variant 1,1
Sales,378648611782657,2018/01/02 23:59:00.000,Variant 1,1
Sales,378579892305921,2018/01/02 23:59:00.000,Variant 1,1
Sales,378575597338625,2018/01/02 23:59:00.000,Variant 1,1
Sales,378567007404033,2018/01/02 23:59:00.000,Variant 1,1
Sales,378558417469441,2018/01/02 23:59:00.000,Variant 1,1
Sales,327852033572865,2018/01/02 23:59:00.000,Variant 1,1
Sales,353746391400450,2018/01/02 23:59:00.000,Variant 1,1
