Case ID,Activity,Complete Timestamp,Variant,Variant index
Logistics,214993177935914,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935913,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935912,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935911,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935910,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935909,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935908,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935907,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935906,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935905,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935904,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935903,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935902,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935901,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935900,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935899,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935898,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935897,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935896,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935895,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935894,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935893,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935892,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935891,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935890,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935889,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935888,2018/01/09 23:31:00.000,Variant 3,3
Logistics,214993177935887,2018/01/09 23:31:00.000,Variant 3,3
Logistics,311415193731094,2018/01/09 23:31:00.000,Variant 3,3
Logistics,311415193731093,2018/01/09 23:31:00.000,Variant 3,3
Logistics,411840119046167,2018/01/09 23:31:00.000,Variant 3,3
Logistics,411840119046168,2018/01/09 23:31:00.000,Variant 3,3
Logistics,411840119046154,2018/01/09 23:31:00.000,Variant 3,3
Logistics,411840119046176,2018/01/09 23:31:00.000,Variant 3,3
Logistics,411840119046179,2018/01/09 23:31:00.000,Variant 3,3
Logistics,411840119046181,2018/01/09 23:31:00.000,Variant 3,3
Logistics,411840119046185,2018/01/09 23:31:00.000,Variant 3,3
Logistics,411840119046163,2018/01/09 23:31:00.000,Variant 3,3
Logistics,411840119046184,2018/01/09 23:31:00.000,Variant 3,3
Logistics,411840119046166,2018/01/09 23:31:00.000,Variant 3,3
Logistics,411840119046165,2018/01/09 23:31:00.000,Variant 3,3
Logistics,411840119046177,2018/01/09 23:31:00.000,Variant 3,3
Logistics,411840119046175,2018/01/09 23:31:00.000,Variant 3,3
Logistics,411840119046159,2018/01/09 23:31:00.000,Variant 3,3
Logistics,411840119046169,2018/01/09 23:31:00.000,Variant 3,3
Logistics,411840119046183,2018/01/09 23:31:00.000,Variant 3,3
Logistics,411840119046156,2018/01/09 23:31:00.000,Variant 3,3
Logistics,411840119046155,2018/01/09 23:31:00.000,Variant 3,3
Logistics,411840119046157,2018/01/09 23:31:00.000,Variant 3,3
Logistics,411840119046182,2018/01/09 23:31:00.000,Variant 3,3
Logistics,411840119046187,2018/01/09 23:31:00.000,Variant 3,3
Logistics,411840119046178,2018/01/09 23:31:00.000,Variant 3,3
Logistics,411840119046164,2018/01/09 23:31:00.000,Variant 3,3
